# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug  6 11:46:19 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN elat:           Ecliptic Latitude [deg]
#
loc_rowid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,elat
1,11 Com b,11 Com,326.03000000,1.290000,0.231000,18.33392
2,11 UMi b,11 UMi,516.21997000,1.530000,0.080000,74.95821
3,14 And b,14 And,185.84000000,0.830000,0.000000,38.22901
4,14 Her b,14 Her,1765.03890000,2.774000,0.373000,62.87885
5,16 Cyg B b,16 Cyg B,798.50000000,1.660000,0.680000,69.46803
6,17 Sco b,17 Sco,578.38000000,1.450000,0.060000,9.21181
7,18 Del b,18 Del,993.30000000,2.600000,0.080000,26.78678
8,1RXS J160929.1-210524 b,1RXS J160929.1-210524,,330.000000,,-0.06852
9,24 Boo b,24 Boo,30.35060000,0.190000,0.042000,58.88795
10,24 Sex b,24 Sex,452.80000000,1.333000,0.090000,-10.19818
11,24 Sex c,24 Sex,883.00000000,2.080000,0.290000,-10.19818
12,2M0437 b,2MASS J04372171+2651014,,118.000000,,4.72193
13,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,,84.000000,,-54.69414
14,2MASS J01225093-2439505 b,2MASS J01225093-2439505,,52.000000,,-30.71197
15,2MASS J02192210-3925225 b,2MASS J02192210-3925225,,156.000000,,-49.30514
16,2MASS J04414489+2301513 b,2MASS J04414489+2301513,,15.000000,,0.80236
17,2MASS J12073346-3932539 b,2MASS J12073346-3932539,,55.000000,,-35.03506
18,2MASS J19383260+4603591 b,2MASS J19383260+4603591,406.00000000,0.920000,0.330000,65.72534
19,2MASS J22362452+4751425 b,2MASS J22362452+4751425,,230.000000,,50.85330
20,30 Ari B b,30 Ari B,335.10001000,0.990000,0.290000,8.85457
21,4 UMa b,4 UMa,269.30000000,0.870000,0.432000,44.02809
22,42 Dra b,42 Dra,479.10000000,1.190000,0.380000,87.18291
23,47 UMa b,47 UMa,1078.00000000,2.100000,0.032000,31.06122
24,47 UMa c,47 UMa,2391.00000000,3.600000,0.098000,31.06122
25,47 UMa d,47 UMa,14002.00000000,11.600000,0.160000,31.06122
26,51 Eri b,51 Eri,11688.00000000,13.200000,0.450000,-24.30532
27,51 Peg b,51 Peg,4.23078500,0.052700,0.013000,25.18633
28,55 Cnc b,55 Cnc,14.65160000,0.113400,0.000000,10.36555
29,55 Cnc c,55 Cnc,44.39890000,0.237300,0.030000,10.36555
30,55 Cnc d,55 Cnc,5574.20000000,5.957000,0.130000,10.36555
31,55 Cnc e,55 Cnc,0.73654740,0.015440,0.050000,10.36555
32,55 Cnc f,55 Cnc,259.88000000,0.770800,0.080000,10.36555
33,6 Lyn b,6 Lyn,934.30000000,2.110000,0.073000,34.85376
34,61 Vir b,61 Vir,4.21500000,0.050201,0.120000,-9.30380
35,61 Vir c,61 Vir,38.02100000,0.217500,0.140000,-9.30380
36,61 Vir d,61 Vir,123.01000000,0.476000,0.350000,-9.30380
37,7 CMa b,7 CMa,735.10000000,1.758000,0.060000,-42.32234
38,7 CMa c,7 CMa,996.00000000,2.153000,0.080000,-42.32234
39,70 Vir b,70 Vir,116.68800000,0.481000,0.398800,21.33810
40,75 Cet b,75 Cet,691.90000000,2.100000,0.117000,-15.16759
41,8 UMi b,8 UMi,93.40000000,0.490000,0.060000,73.34497
42,81 Cet b,81 Cet,952.70000000,2.500000,0.206000,-17.84979
43,91 Aqr b,91 Aqr,181.40000000,0.700000,0.027000,-4.00228
44,AB Aur b,AB Aur,,93.900000,0.400000,7.88431
45,AB Pic b,AB Pic,,260.000000,,-81.21165
46,AF Lep b,AF Lep,8030.00000000,8.400000,0.240000,-35.05939
47,AU Mic b,AU Mic,8.46299910,0.064500,0.186000,-12.82465
48,AU Mic c,AU Mic,18.85899100,0.110100,0.041000,-12.82465
49,BD+03 2562 b,BD+03 2562,481.90000000,1.300000,0.200000,1.56429
50,BD+14 4559 b,BD+14 4559,268.94000000,0.780000,0.290000,29.21653
51,BD+15 2375 b,BD+15 2375,153.22000000,0.576000,0.001000,11.99953
52,BD+15 2940 b,BD+15 2940,137.48000000,0.539000,0.260000,35.31759
53,BD+20 2457 b,BD+20 2457,379.63000000,1.450000,0.150000,8.58559
54,BD+20 2457 c,BD+20 2457,621.99000000,2.010000,0.180000,8.58559
55,BD+20 274 b,BD+20 274,578.20000000,1.300000,0.210000,9.58745
56,BD+20 594 b,BD+20 594,41.68550000,0.241000,0.000000,1.31208
57,BD+45 564 b,BD+45 564,307.88000000,0.830000,0.120000,30.57409
58,BD+48 738 b,BD+48 738,392.60000000,1.000000,0.200000,32.03021
59,BD+48 740 b,BD+48 740,733.00000000,1.700000,0.760000,31.40850
60,BD+49 828 b,BD+49 828,2590.00000000,4.200000,0.350000,31.07852
61,BD+55 362 b,BD+55 362,265.59000000,0.780000,0.270000,42.69678
62,BD+60 1417 b,BD+60 1417,,1662.000000,,56.32829
63,BD+63 1405 b,BD+63 1405,1198.48000000,2.060000,0.880000,87.05023
64,BD-00 4475 b,BD-00 4475,723.20000000,1.480000,0.390000,5.23294
65,BD-06 1339 b,BD-06 1339,3.87280000,0.042800,0.000000,-29.42350
66,BD-06 1339 c,BD-06 1339,125.94000000,0.435000,0.310000,-29.42350
67,BD-08 2823 b,BD-08 2823,5.60000000,0.060000,0.150000,-20.28382
68,BD-08 2823 c,BD-08 2823,237.60000000,0.680000,0.190000,-20.28382
69,BD-10 3166 b,BD-10 3166,3.48777000,0.040000,0.020000,-15.96792
70,BD-11 4672 b,BD-11 4672,1634.00000000,2.360000,0.050000,11.55951
71,BD-11 4672 c,BD-11 4672,74.20000000,0.300000,0.400000,11.55951
72,BD-13 2130 b,BD-13 2130,714.29999000,1.660000,0.210000,-34.92120
73,BD-17 63 b,BD-17 63,655.60000000,1.340000,0.540000,-17.69021
74,BD-210397 b,BD-210397,1891.00000000,2.630000,0.100000,-32.36798
75,BD-210397 c,BD-210397,6360.00000000,5.900000,0.100000,-32.36798
76,CD Cet b,CD Cet,2.29070000,0.018500,,-12.69914
77,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.50000000,2.600000,,25.96906
78,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.00000000,200.000000,,-2.20713
79,CHXR 73 b,CHXR 73,,210.000000,,-66.33310
80,CI Tau b,CI Tau,8.98910000,,0.250000,0.86834
81,COCONUTS-2 b,COCONUTS-2 A,402000000.00000000,7506.000000,,-76.95252
82,CT Cha b,CT Cha,,440.000000,,-66.12679
83,CoRoT-1 b,CoRoT-1,1.50895570,0.027520,0.000000,-25.97950
84,CoRoT-10 b,CoRoT-10,13.24060000,0.105500,0.530000,22.52660
85,CoRoT-11 b,CoRoT-11,2.99433000,0.043600,0.000000,28.92669
86,CoRoT-12 b,CoRoT-12,2.82804200,0.040160,0.070000,-24.29495
87,CoRoT-13 b,CoRoT-13,4.03519000,0.051000,0.000000,-27.89339
88,CoRoT-14 b,CoRoT-14,1.51214000,0.027000,0.000000,-28.26924
89,CoRoT-16 b,CoRoT-16,5.35227000,0.061800,0.330000,17.17439
90,CoRoT-17 b,CoRoT-17,3.76810000,0.046100,0.000000,16.55509
91,CoRoT-18 b,CoRoT-18,1.90006930,0.029500,0.080000,-23.21880
92,CoRoT-19 b,CoRoT-19,3.89713000,0.051800,0.047000,-23.42296
93,CoRoT-2 b,CoRoT-2,1.74299350,0.027980,0.014300,23.04390
94,CoRoT-20 b,CoRoT-20,9.24285000,0.090000,0.590000,-22.98779
95,CoRoT-20 c,CoRoT-20,1675.00000000,2.900000,0.600000,-22.98779
96,CoRoT-21 b,CoRoT-21,2.72474000,0.041700,0.000000,-23.27744
97,CoRoT-22 b,CoRoT-22,9.75598000,0.092000,0.077000,29.20889
98,CoRoT-23 b,CoRoT-23,3.63130000,0.048000,0.160000,27.42413
99,CoRoT-24 b,CoRoT-24,5.11340000,0.056000,0.000000,-26.60850
100,CoRoT-24 c,CoRoT-24,11.75900000,0.098000,0.000000,-26.60850
101,CoRoT-25 b,CoRoT-25,4.86069000,0.057800,0.000000,29.50564
102,CoRoT-26 b,CoRoT-26,4.20474000,0.052600,0.000000,30.03087
103,CoRoT-27 b,CoRoT-27,3.57532000,0.047600,0.065000,28.69350
104,CoRoT-28 b,CoRoT-28,5.20851000,0.060300,0.047000,28.71575
105,CoRoT-29 b,CoRoT-29,2.85057000,0.038600,0.082000,29.60462
106,CoRoT-3 b,CoRoT-3,4.25680000,0.057830,0.000000,21.75377
107,CoRoT-30 b,CoRoT-30,9.06005000,0.084400,0.007000,30.04524
108,CoRoT-31 b,CoRoT-31,4.62941000,0.058600,0.020000,-27.77069
109,CoRoT-35 b,CoRoT-35,3.22748000,0.042900,0.000000,19.30125
110,CoRoT-36 b,CoRoT-36,5.61653100,0.066000,0.000000,30.38285
111,CoRoT-4 b,CoRoT-4,9.20205000,0.090000,0.000000,-23.54991
112,CoRoT-5 b,CoRoT-5,4.03789620,0.049470,0.090000,-22.14821
113,CoRoT-6 b,CoRoT-6,8.88659300,0.085500,0.100000,29.61659
114,CoRoT-7 b,CoRoT-7,0.85359163,0.017016,0.000000,-24.04666
115,CoRoT-7 c,CoRoT-7,3.69800000,0.046000,0.000000,-24.04666
116,CoRoT-7 d,CoRoT-7,8.96600000,0.08,0.000000,-24.04666
117,CoRoT-8 b,CoRoT-8,6.21229000,0.063000,0.000000,23.11609
118,CoRoT-9 b,CoRoT-9,95.27265600,0.402100,0.133000,29.18378
119,CoRoTID 223977153 b,CoRoTID 223977153,6.71837000,0.071000,,-13.81584
120,DE CVn b,DE CVn,4098.10000000,5.750000,0.000000,49.28848
121,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,246.36000000,0.360000,0.345000,-64.88262
122,DH Tau b,DH Tau,,330.000000,,4.67616
123,DMPP-1 b,DMPP-1,18.57000000,0.146200,0.083000,-34.02682
124,DMPP-1 c,DMPP-1,6.58400000,0.073300,0.057000,-34.02682
125,DMPP-1 d,DMPP-1,2.88200000,0.042200,0.070000,-34.02682
126,DMPP-1 e,DMPP-1,5.51600000,0.065100,0.070000,-34.02682
127,DMPP-2 b,DMPP-2,5.20720000,0.066400,0.078000,-42.07502
128,DMPP-3 A b,DMPP-3 A,6.67320000,0.066200,0.140000,-84.02157
129,DP Leo b,DP Leo,10220.00000000,8.190000,0.390000,12.28550
130,DS Tuc A b,DS Tuc A,8.13826800,,0.000000,-57.68720
131,EPIC 201170410.02,EPIC 201170410,6.79870000,0.034900,0.000000,-8.32309
132,EPIC 201238110 b,EPIC 201238110,28.16560000,,,-3.22646
133,EPIC 201427007 b,EPIC 201427007,0.72091000,,,1.32290
134,EPIC 201497682 b,EPIC 201497682,2.13174000,,,-3.92857
135,EPIC 201595106 b,EPIC 201595106,0.87721400,,,3.28517
136,EPIC 201615463 c,K2-166,3.80464000,,,4.15639
137,EPIC 201754305 d,K2-16,2.71578000,,,2.23585
138,EPIC 201757695.02,EPIC 201757695,2.04780000,0.029600,0.000000,1.83241
139,EPIC 201833600 c,K2-50,3.96151000,,,1.34727
140,EPIC 201841433 b,EPIC 201841433,4.16980000,0.035000,,3.72695
141,EPIC 205950854 c,K2-168,8.05072200,,,-4.90552
142,EPIC 206024342 b,EPIC 206024342,4.50756000,,,-2.20455
143,EPIC 206024342 c,EPIC 206024342,0.91172400,,,-2.20455
144,EPIC 206024342 d,EPIC 206024342,14.64753100,,,-2.20455
145,EPIC 206032309 b,EPIC 206032309,2.87814000,,,-5.52299
146,EPIC 206042996 b,EPIC 206042996,5.29860000,,,-3.90104
147,EPIC 206042996 c,EPIC 206042996,0.35488400,,,-3.90104
148,EPIC 206215704 b,EPIC 206215704,2.25543600,,,0.78076
149,EPIC 206317286 b,EPIC 206317286,1.58252000,,,1.30362
150,EPIC 206317286 c,EPIC 206317286,17.51547200,,,1.30362
151,EPIC 211822797 b,EPIC 211822797,21.17019630,0.119500,0.060000,-0.60769
152,EPIC 211945201 b,EPIC 211945201,19.49221000,0.149300,0.000000,2.68664
153,EPIC 212297394 b,EPIC 212297394,2.28936300,,,-5.98289
154,EPIC 212297394 c,EPIC 212297394,5.21396500,,,-5.98289
155,EPIC 212424622 b,EPIC 212424622,18.09830000,,,-4.65298
156,EPIC 212499991 b,EPIC 212499991,34.88500000,,,-3.08631
157,EPIC 212587672 b,EPIC 212587672,15.28078000,,,-0.29021
158,EPIC 212587672 c,EPIC 212587672,23.22855500,,,-0.29021
159,EPIC 212624936 b,EPIC 212624936,0.57865700,,,2.28803
160,EPIC 212624936 c,EPIC 212624936,11.81143700,,,2.28803
161,EPIC 212737443 b,EPIC 212737443,13.60300000,0.098000,0.200000,2.57910
162,EPIC 212737443 c,EPIC 212737443,65.55000000,0.280000,0.200000,2.57910
163,EPIC 220492298 b,EPIC 220492298,0.76240600,,,-0.49746
164,EPIC 220554210 c,K2-282,0.70531000,,,2.06947
165,EPIC 220674823 b,EPIC 220674823,0.57129200,0.013260,0.000000,4.78443
166,EPIC 220674823 c,EPIC 220674823,13.33970000,0.108300,0.130000,4.78443
167,EPIC 228836835 b,EPIC 228836835,0.72811300,,,-1.03008
168,EPIC 229004835 b,EPIC 229004835,16.14113200,0.123700,0.230000,1.28515
169,EPIC 246851721 b,EPIC 246851721,6.18023500,0.072290,,-6.74975
170,EPIC 248847494 b,EPIC 248847494,3650.00000000,4.500000,0.000000,2.93750
171,EPIC 249893012 b,EPIC 249893012,3.59510000,0.047000,0.060000,1.15614
172,EPIC 249893012 c,EPIC 249893012,15.62400000,0.130000,0.070000,1.15614
173,EPIC 249893012 d,EPIC 249893012,35.74700000,0.220000,0.150000,1.15614
174,FU Tau b,FU Tau,,800.000000,,3.41328
175,G 264-012 b,G 264-012,2.30538000,0.022790,,68.34109
176,G 264-012 c,G 264-012,8.05180000,0.052500,,68.34109
177,G 9-40 b,G 9-40,5.74600700,0.038500,0.000000,3.79417
178,GJ 1002 b,GJ 1002,10.34650000,0.045700,,-7.58666
179,GJ 1002 c,GJ 1002,21.20200000,0.073800,,-7.58666
180,GJ 1061 b,GJ 1061,3.20400000,0.021000,0.310000,-60.77607
181,GJ 1061 c,GJ 1061,6.68900000,0.035000,0.290000,-60.77607
182,GJ 1061 d,GJ 1061,13.03100000,0.054000,0.530000,-60.77607
183,GJ 1132 b,GJ 1132,1.62893100,0.015300,0.220000,-52.42012
184,GJ 1132 c,GJ 1132,8.92900000,0.047600,0.270000,-52.42012
185,GJ 1148 b,GJ 1148,41.38000000,0.166000,0.380000,36.83744
186,GJ 1148 c,GJ 1148,532.58000000,0.912000,0.342000,36.83744
187,GJ 1151 c,GJ 1151,389.70000000,0.571400,,42.48080
188,GJ 1214 b,GJ 1214,1.58040433,0.014900,0.063000,27.91224
189,GJ 1252 b,GJ 1252,0.51823310,0.009150,0.000000,-36.09064
190,GJ 1265 b,GJ 1265,3.65110000,0.026000,0.040000,-6.27212
191,GJ 143 b,GJ 143,35.61253000,0.191500,0.188000,-73.83641
192,GJ 15 A b,GJ 15 A,11.44070000,0.072000,0.094000,37.92432
193,GJ 15 A c,GJ 15 A,7600.00000000,5.400000,0.270000,37.92432
194,GJ 160.2 b,GJ 160.2,5.23540000,0.053000,0.060000,-40.82616
195,GJ 163 b,GJ 163,8.63182000,0.060700,0.073000,-71.16737
196,GJ 163 c,GJ 163,25.63058000,0.125400,0.099000,-71.16737
197,GJ 163 d,GJ 163,603.95116000,1.030400,0.373000,-71.16737
198,GJ 179 b,GJ 179,2288.00000000,2.410000,0.210000,-15.93526
199,GJ 180 b,GJ 180,17.13300000,0.092000,0.070000,-40.03229
200,GJ 180 c,GJ 180,24.32900000,0.129000,0.090000,-40.03229
201,GJ 180 d,GJ 180,106.30000000,0.309000,0.140000,-40.03229
202,GJ 2030 b,GJ 2030,2.38129000,0.034000,0.239000,-25.46426
203,GJ 2030 c,GJ 2030,25533.11353000,16.761000,0.041000,-25.46426
204,GJ 2056 b,GJ 2056,69.97100000,0.283000,0.720000,-46.82811
205,GJ 229 A c,GJ 229,121.93268000,0.384000,0.366000,-45.27501
206,GJ 229 b,GJ 229,579.47495000,1.086000,0.404000,-45.27501
207,GJ 251 b,GJ 251,14.23800000,0.081800,0.100000,10.37791
208,GJ 27.1 b,GJ 27.1,15.81900000,0.101000,0.080000,-43.60812
209,GJ 273 b,GJ 273,18.64980000,0.091101,0.100000,-16.50482
210,GJ 273 c,GJ 273,4.72340000,0.036467,0.170000,-16.50482
211,GJ 3021 b,GJ 3021,133.71000000,0.490000,0.511000,-65.24326
212,GJ 3082 b,GJ 3082,11.94900000,0.079000,0.220000,-54.74086
213,GJ 3090 b,GJ 3090,2.85313600,0.031650,0.320000,-49.73977
214,GJ 3138 b,GJ 3138,1.22003000,0.019700,0.190000,-27.52049
215,GJ 3138 c,GJ 3138,5.97400000,0.057000,0.110000,-27.52049
216,GJ 3138 d,GJ 3138,257.80000000,0.698000,0.320000,-27.52049
217,GJ 317 b,GJ 317,695.66000000,1.151000,0.070000,-40.06754
218,GJ 317 c,GJ 317,6739.32300000,5.230000,0.170000,-40.06754
219,GJ 3222 b,GJ 3222,10.66669000,0.091000,0.929000,-55.77958
220,GJ 328 b,GJ 328,3771.00000000,4.110000,0.227000,-15.21210
221,GJ 328 c,GJ 328,241.80000000,0.657000,,-15.21210
222,GJ 3293 b,GJ 3293,30.59870000,0.143390,0.060000,-46.21807
223,GJ 3293 c,GJ 3293,122.61960000,0.361750,0.110000,-46.21807
224,GJ 3293 d,GJ 3293,48.13450000,0.193940,0.120000,-46.21807
225,GJ 3293 e,GJ 3293,13.25430000,0.082080,0.210000,-46.21807
226,GJ 3323 b,GJ 3323,5.36360000,0.032820,0.230000,-29.55444
227,GJ 3323 c,GJ 3323,40.54000000,0.126400,0.170000,-29.55444
228,GJ 3341 b,GJ 3341,14.20700000,0.089000,0.310000,-54.11320
229,GJ 338 B b,GJ 338 B,24.42200000,0.142000,0.109000,34.76266
230,GJ 3470 b,GJ 3470,3.33664960,0.035500,0.017000,-5.12786
231,GJ 3473 b,GJ 3473,1.19800350,0.015890,0.000000,-16.76322
232,GJ 3473 c,GJ 3473,15.50900000,0.087600,0.000000,-16.76322
233,GJ 3512 b,GJ 3512,203.69000000,0.337000,0.440000,39.53319
234,GJ 3512 c,GJ 3512,1599.60000000,1.292000,0.018300,39.53319
235,GJ 357 b,GJ 357,3.93072000,0.035000,,-33.77741
236,GJ 357 c,GJ 357,9.12470000,0.061000,,-33.77741
237,GJ 357 d,GJ 357,55.66100000,0.204000,,-33.77741
238,GJ 3634 b,GJ 3634,2.64561000,0.028700,0.080000,-34.37983
239,GJ 367 b,GJ 367,0.32196200,0.007100,0.000000,-54.30771
240,GJ 3779 b,GJ 3779,3.02320000,0.026000,0.070000,30.53918
241,GJ 3929 b,GJ 3929,2.61623500,0.025200,0.000000,54.20886
242,GJ 3929 c,GJ 3929,15.04000000,0.081000,0.000000,54.20886
243,GJ 393 b,GJ 393,7.02679000,0.054020,,-8.07837
244,GJ 3942 b,GJ 3942,6.90500000,0.060800,0.121000,70.79594
245,GJ 3998 b,GJ 3998,2.64977000,0.029000,0.000000,33.99848
246,GJ 3998 c,GJ 3998,13.74000000,0.089000,0.049000,33.99848
247,GJ 411 b,GJ 411,12.93940000,0.078790,0.063000,27.39627
248,GJ 414 A b,GJ 414 A,50.80000000,0.232400,0.450000,23.09657
249,GJ 414 A c,GJ 414 A,749.83000000,1.400000,0.105000,23.09657
250,GJ 422 b,GJ 422,20.12900000,0.111000,0.110000,-54.58390
251,GJ 4276 b,GJ 4276,13.35200000,0.082000,0.370000,60.58718
252,GJ 433 b,GJ 433,7.37050000,0.062000,0.040000,-31.96531
253,GJ 433 c,GJ 433,5094.10500000,4.819000,0.120000,-31.96531
254,GJ 433 d,GJ 433,36.05900000,0.178000,0.070000,-31.96531
255,GJ 436 b,GJ 436,2.64388312,0.029100,0.138270,22.62623
256,GJ 463 b,GJ 463,3448.00000000,3.530000,0.090000,57.38241
257,GJ 480 b,GJ 480,9.56700000,0.068000,0.100000,14.57791
258,GJ 486 b,GJ 486,1.46711900,0.017340,0.050000,13.69483
259,GJ 504 b,GJ 504,,43.500000,,16.21506
260,GJ 514 b,GJ 514,140.43000000,0.422000,0.450000,18.35787
261,GJ 536 b,GJ 536,8.70760000,0.066610,0.080000,9.07790
262,GJ 581 b,GJ 581,5.36860000,0.040610,0.000000,10.25477
263,GJ 581 c,GJ 581,12.91400000,0.072100,0.000000,10.25477
264,GJ 581 e,GJ 581,3.14900000,0.028150,0.000000,10.25477
265,GJ 625 b,GJ 625,14.62800000,0.078361,0.130000,73.27955
266,GJ 649 b,GJ 649,600.10000000,1.112000,0.083000,48.05704
267,GJ 667 C b,GJ 667 C,7.20040000,0.050500,0.130000,-11.86271
268,GJ 667 C c,GJ 667 C,28.14000000,0.125000,0.020000,-11.86271
269,GJ 667 C e,GJ 667 C,62.24000000,0.213000,0.020000,-11.86271
270,GJ 667 C f,GJ 667 C,39.02600000,0.156000,0.030000,-11.86271
271,GJ 667 C g,GJ 667 C,256.20000000,0.549000,0.080000,-11.86271
272,GJ 674 b,GJ 674,4.69380000,0.039000,0.200000,-23.61807
273,GJ 676 A b,GJ 676 A,1051.44521000,1.735000,0.319000,-28.33425
274,GJ 676 A c,GJ 676 A,13921.42302000,9.726000,0.295000,-28.33425
275,GJ 676 A d,GJ 676 A,3.60076000,0.039000,0.192000,-28.33425
276,GJ 676 A e,GJ 676 A,35.47358000,0.181000,0.152000,-28.33425
277,GJ 680 b,GJ 680,17281.66514000,10.138000,0.381000,-25.33668
278,GJ 682 b,GJ 682,17.47800000,0.080000,0.080000,-20.97147
279,GJ 682 c,GJ 682,57.32000000,0.176000,0.100000,-20.97147
280,GJ 685 b,GJ 685,24.16000000,0.134400,0.000000,84.44466
281,GJ 687 b,GJ 687,38.14200000,0.163000,0.170000,87.12854
282,GJ 687 c,GJ 687,727.56200000,1.165000,0.400000,87.12854
283,GJ 720 A b,GJ 720 A,19.46600000,0.119000,0.120000,68.66080
284,GJ 740 b,GJ 740,2.37756000,0.029000,0.240000,28.51712
285,GJ 832 b,GJ 832,3657.00000000,3.560000,0.080000,-32.47811
286,GJ 849 b,GJ 849,1925.31000000,2.320000,0.029000,6.27556
287,GJ 849 c,GJ 849,5990.00000000,4.950000,0.092000,6.27556
288,GJ 86 b,GJ 86,15.76491000,0.110000,0.040000,-57.85270
289,GJ 876 b,GJ 876,61.11660000,0.208317,0.032400,-6.63092
290,GJ 876 c,GJ 876,30.08810000,0.129590,0.255910,-6.63092
291,GJ 876 d,GJ 876,1.93778000,0.020807,0.207000,-6.63092
292,GJ 876 e,GJ 876,124.26000000,0.334300,0.055000,-6.63092
293,GJ 887 b,GJ 887,9.26200000,0.068000,0.000000,-27.51181
294,GJ 887 c,GJ 887,21.78900000,0.120000,,-27.51181
295,GJ 896 A b,GJ 896 A,284.39000000,0.639650,0.350000,21.01514
296,GJ 9066 c,GJ 9066,771.36000000,0.880000,0.460000,0.74367
297,GJ 96 b,GJ 96,73.94000000,0.291000,0.440000,31.69378
298,GJ 9689 b,GJ 9689,18.27000000,0.113900,0.290000,32.36134
299,GJ 9714 b,GJ 9714,19240.75467000,12.319000,0.155000,-14.94345
300,GJ 9827 b,GJ 9827,1.20898190,0.018800,0.063000,2.08221
301,GJ 9827 c,GJ 9827,3.64809600,0.039250,0.094000,2.08221
302,GJ 9827 d,GJ 9827,6.20147000,0.055900,0.130000,2.08221
303,GPX-1 b,GPX-1,1.74457900,0.033800,0.000000,38.52664
304,GQ Lup b,GQ Lup,,100.000000,,-15.23388
305,GSC 06214-00210 b,GSC 06214-00210,,320.000000,,0.79616
306,GU Psc b,GU Psc,,2000.000000,,8.67380
307,Gaia-1 b,Gaia-1,3.05252400,0.040470,,-24.01482
308,Gaia-2 b,Gaia-2,3.69152240,0.046700,,44.60977
309,Gl 378 b,Gl 378,3.82200000,0.039435,0.109000,33.51795
310,Gl 49 b,Gl 49,13.85080000,0.090500,0.363000,49.71241
311,Gl 686 b,Gl 686,15.53000000,0.091000,0.050000,41.90034
312,HAT-P-1 b,HAT-P-1,4.46529976,0.055610,0.000000,41.04188
313,HAT-P-11 b,HAT-P-11,4.88780244,0.052540,0.218000,66.63008
314,HAT-P-11 c,HAT-P-11,3407.00000000,4.130000,0.601000,66.63008
315,HAT-P-12 b,HAT-P-12,3.21305980,0.038400,0.000000,50.63176
316,HAT-P-13 b,HAT-P-13,2.91625000,0.043830,0.013300,27.90694
317,HAT-P-13 c,HAT-P-13,446.27000000,1.258000,0.661600,27.90694
318,HAT-P-14 b,HAT-P-14,4.62767000,0.059600,0.110000,61.12638
319,HAT-P-15 b,HAT-P-15,10.86350000,0.096500,0.190000,17.57822
320,HAT-P-16 b,HAT-P-16,2.77596000,0.041300,0.036000,34.79241
321,HAT-P-17 b,HAT-P-17,10.33852000,0.088200,0.350000,41.63410
322,HAT-P-17 c,HAT-P-17,5584.00000000,5.600000,0.390000,41.63410
323,HAT-P-18 b,HAT-P-18,5.50802300,0.055900,0.084000,55.48655
324,HAT-P-19 b,HAT-P-19,4.00877800,0.046600,0.067000,27.92999
325,HAT-P-2 b,HAT-P-2,5.63351580,0.068140,0.517200,61.01151
326,HAT-P-20 b,HAT-P-20,2.87531700,0.036100,0.015000,2.39826
327,HAT-P-21 b,HAT-P-21,4.12448000,0.049400,0.230000,33.83073
328,HAT-P-22 b,HAT-P-22,3.21222000,0.041400,0.020000,36.80858
329,HAT-P-23 b,HAT-P-23,1.21288400,0.023200,0.106000,34.90735
330,HAT-P-24 b,HAT-P-24,3.35524000,0.046510,0.070000,-7.98172
331,HAT-P-25 b,HAT-P-25,3.65281514,0.046600,0.023000,6.96747
332,HAT-P-26 b,HAT-P-26,4.23452000,0.047900,0.120000,16.37718
333,HAT-P-27 b,HAT-P-27,3.03957700,0.040000,0.000000,21.32825
334,HAT-P-28 b,HAT-P-28,3.25721500,0.043400,0.051000,26.68801
335,HAT-P-29 b,HAT-P-29,5.72319000,0.066700,0.090000,35.89413
336,HAT-P-3 b,HAT-P-3,2.89970000,0.038660,0.000000,53.04755
337,HAT-P-30 b,HAT-P-30,2.81060000,0.041900,0.040000,-13.58875
338,HAT-P-31 b,HAT-P-31,5.00542000,0.061000,0.250000,49.85449
339,HAT-P-32 b,HAT-P-32,2.15000820,0.033970,0.159000,31.79456
340,HAT-P-33 b,HAT-P-33,3.47447000,0.049950,0.000000,11.95415
341,HAT-P-34 b,HAT-P-34,5.45265400,0.067740,0.432000,36.97709
342,HAT-P-35 b,HAT-P-35,3.64670600,0.049780,0.020000,-14.76922
343,HAT-P-36 b,HAT-P-36,1.32734683,0.024100,0.063000,43.49550
344,HAT-P-37 b,HAT-P-37,2.79743600,0.037900,0.058000,73.11490
345,HAT-P-38 b,HAT-P-38,4.64038200,0.052300,0.067000,17.14087
346,HAT-P-39 b,HAT-P-39,3.54387000,0.050900,0.000000,-3.76432
347,HAT-P-4 b,HAT-P-4,3.05653600,0.044380,0.000000,52.00088
348,HAT-P-40 b,HAT-P-40,4.45724000,0.060800,0.000000,50.31481
349,HAT-P-41 b,HAT-P-41,2.69405000,0.042580,0.000000,25.27489
350,HAT-P-42 b,HAT-P-42,4.64187800,0.057500,0.000000,-10.40149
351,HAT-P-43 b,HAT-P-43,3.33264140,0.044400,0.210000,-8.16256
352,HAT-P-44 b,HAT-P-44,4.30121900,0.050700,0.044000,55.02944
